age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,salary
50,Unemployed,Some-college,2,Divorced,Sales,Husband,Other,Female,9,35770
59,Private,Assoc,5,Widowed,Prof-specialty,Unmarried,White,Male,71,70365
69,Self-emp,Doctorate,4,Separated,Craft-repair,Husband,Black,Male,27,75930
52,Government,Assoc,5,Divorced,Tech-support,Unmarried,Other,Male,21,43574
23,Unemployed,Masters,10,Separated,Sales,Unmarried,Other,Male,35,123534
56,Government,Bachelors,9,Single,Craft-repair,Wife,Amer-Indian-Eskimo,Female,88,50123
69,Unemployed,Bachelors,15,Single,Other-service,Husband,Asian-Pac-Islander,Male,96,52330
40,Private,HS-grad,4,Divorced,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,76,38953
42,Private,Masters,16,Separated,Prof-specialty,Own-child,Amer-Indian-Eskimo,Male,87,75507
67,Government,Doctorate,15,Divorced,Other-service,Husband,Other,Female,36,138414
60,Private,Doctorate,15,Married,Craft-repair,Husband,White,Male,93,128595
36,Government,Some-college,12,Divorced,Tech-support,Husband,Other,Male,67,37301
22,Unemployed,Masters,8,Divorced,Craft-repair,Wife,Amer-Indian-Eskimo,Male,43,74856
68,Self-emp,Doctorate,8,Single,Craft-repair,Husband,Other,Male,8,113826
28,Private,HS-grad,2,Single,Exec-managerial,Wife,Other,Female,98,37738
29,Unemployed,Assoc,14,Separated,Prof-specialty,Own-child,Other,Male,78,57839
27,Self-emp,Bachelors,6,Divorced,Tech-support,Not-in-family,Other,Female,36,99707
25,Self-emp,Masters,5,Divorced,Exec-managerial,Wife,White,Female,48,73827
41,Self-emp,Bachelors,2,Separated,Other-service,Unmarried,Black,Male,46,46210
45,Unemployed,Assoc,12,Widowed,Craft-repair,Husband,Black,Female,32,73955
58,Unemployed,Masters,10,Separated,Other-service,Not-in-family,Asian-Pac-Islander,Female,7,121867
53,Government,Assoc,4,Single,Prof-specialty,Wife,Black,Male,74,51337
54,Self-emp,Doctorate,7,Single,Exec-managerial,Unmarried,Black,Male,12,104058
38,Self-emp,Doctorate,13,Divorced,Exec-managerial,Not-in-family,Black,Male,55,111198
25,Self-emp,Doctorate,1,Single,Tech-support,Own-child,Other,Male,23,126890
26,Government,Assoc,15,Separated,Craft-repair,Wife,Other,Male,75,78219
64,Self-emp,Assoc,16,Divorced,Tech-support,Wife,White,Male,52,91479
32,Unemployed,Assoc,9,Separated,Exec-managerial,Own-child,Other,Male,13,66733
65,Self-emp,Bachelors,10,Separated,Exec-managerial,Wife,Other,Female,76,67942
63,Private,Assoc,12,Divorced,Tech-support,Husband,Black,Female,71,88493
57,Unemployed,Doctorate,1,Widowed,Exec-managerial,Wife,White,Male,53,149462
35,Government,HS-grad,15,Single,Sales,Husband,White,Female,63,51736
59,Self-emp,Assoc,12,Married,Prof-specialty,Wife,Black,Female,74,79234
37,Private,HS-grad,5,Married,Craft-repair,Unmarried,Black,Female,71,50011
23,Government,Doctorate,7,Married,Prof-specialty,Unmarried,White,Male,51,147850
29,Government,Assoc,8,Single,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Female,58,69579
19,Unemployed,Bachelors,2,Widowed,Exec-managerial,Unmarried,Black,Male,27,75888
24,Government,Bachelors,4,Separated,Tech-support,Own-child,Black,Female,7,59297
33,Government,HS-grad,2,Divorced,Tech-support,Not-in-family,White,Male,50,53094
20,Government,Some-college,4,Widowed,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,24,27450
62,Government,Bachelors,15,Married,Craft-repair,Husband,Amer-Indian-Eskimo,Female,87,59857
20,Self-emp,Bachelors,6,Single,Exec-managerial,Wife,Asian-Pac-Islander,Male,25,77333
44,Self-emp,Bachelors,6,Single,Craft-repair,Unmarried,Amer-Indian-Eskimo,Female,44,44651
67,Self-emp,Doctorate,12,Divorced,Exec-managerial,Husband,Black,Male,36,147613
60,Self-emp,Bachelors,13,Separated,Exec-managerial,Not-in-family,Other,Male,57,75806
57,Private,Masters,2,Widowed,Exec-managerial,Wife,White,Male,97,141282
55,Self-emp,Assoc,16,Widowed,Tech-support,Unmarried,Black,Female,37,94343
50,Government,Bachelors,11,Widowed,Craft-repair,Not-in-family,White,Female,52,98390
45,Self-emp,Some-college,4,Separated,Other-service,Unmarried,Amer-Indian-Eskimo,Male,63,28758
18,Self-emp,Some-college,4,Separated,Exec-managerial,Not-in-family,White,Male,7,32646
25,Unemployed,Bachelors,14,Separated,Prof-specialty,Unmarried,Black,Male,94,47082
54,Government,Bachelors,1,Divorced,Prof-specialty,Husband,Other,Female,60,56934
49,Self-emp,Masters,15,Single,Tech-support,Own-child,Black,Female,95,77139
65,Self-emp,Bachelors,14,Married,Sales,Husband,Asian-Pac-Islander,Male,37,83572
60,Self-emp,Bachelors,2,Separated,Other-service,Wife,White,Female,21,42553
54,Private,Assoc,14,Single,Tech-support,Unmarried,Black,Female,98,51201
21,Self-emp,Some-college,3,Separated,Sales,Own-child,Amer-Indian-Eskimo,Male,46,15381
47,Unemployed,Masters,13,Married,Tech-support,Own-child,Amer-Indian-Eskimo,Male,21,94879
23,Government,Some-college,15,Separated,Prof-specialty,Wife,Black,Female,84,34620
63,Government,Masters,11,Single,Exec-managerial,Wife,Asian-Pac-Islander,Male,98,76794
36,Self-emp,Some-college,5,Divorced,Craft-repair,Own-child,White,Male,72,15211
49,Self-emp,Bachelors,11,Married,Exec-managerial,Wife,Asian-Pac-Islander,Female,96,94244
26,Self-emp,Some-college,8,Single,Prof-specialty,Wife,Other,Male,52,34625
29,Government,Some-college,15,Widowed,Craft-repair,Unmarried,Black,Male,94,19613
28,Government,Masters,6,Widowed,Sales,Husband,Asian-Pac-Islander,Female,29,127574
63,Private,HS-grad,3,Widowed,Sales,Not-in-family,Other,Male,69,39025
33,Unemployed,Masters,6,Divorced,Prof-specialty,Own-child,Asian-Pac-Islander,Female,94,86878
18,Private,Masters,7,Separated,Craft-repair,Not-in-family,Other,Male,76,79522
62,Unemployed,Masters,6,Separated,Exec-managerial,Own-child,Amer-Indian-Eskimo,Female,39,83108
38,Private,Doctorate,10,Separated,Prof-specialty,Own-child,Amer-Indian-Eskimo,Female,27,85310
47,Government,Doctorate,6,Divorced,Sales,Husband,Black,Male,77,91147
30,Private,Doctorate,1,Widowed,Prof-specialty,Own-child,Asian-Pac-Islander,Male,10,88399
51,Unemployed,Masters,3,Separated,Exec-managerial,Own-child,Amer-Indian-Eskimo,Male,36,93591
21,Self-emp,HS-grad,7,Divorced,Tech-support,Husband,White,Female,95,54087
45,Unemployed,Masters,4,Divorced,Other-service,Wife,Amer-Indian-Eskimo,Female,16,99494
55,Self-emp,Bachelors,12,Single,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,36,56847
48,Government,HS-grad,4,Separated,Other-service,Own-child,Asian-Pac-Islander,Male,90,39314
44,Unemployed,Doctorate,7,Widowed,Tech-support,Husband,Other,Female,84,148376
22,Private,Some-college,9,Married,Exec-managerial,Own-child,White,Male,34,38528
42,Unemployed,Some-college,14,Divorced,Craft-repair,Husband,White,Female,37,17905
20,Self-emp,Assoc,11,Single,Prof-specialty,Not-in-family,Other,Male,72,65533
50,Government,HS-grad,13,Married,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,68,26089
21,Private,Doctorate,13,Divorced,Tech-support,Wife,Amer-Indian-Eskimo,Male,59,77215
42,Unemployed,HS-grad,15,Single,Sales,Unmarried,Other,Female,29,27488
37,Self-emp,HS-grad,2,Separated,Other-service,Husband,White,Male,31,31721
51,Private,Some-college,9,Single,Other-service,Own-child,White,Female,66,23173
43,Government,Masters,3,Divorced,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,89,98347
22,Private,Bachelors,6,Separated,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,3,51312
52,Government,Assoc,4,Widowed,Other-service,Wife,Black,Male,69,72263
45,Private,Doctorate,1,Single,Exec-managerial,Own-child,Other,Female,22,121848
46,Unemployed,HS-grad,9,Married,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Male,80,57631
26,Self-emp,Assoc,11,Separated,Tech-support,Husband,Black,Male,73,81371
69,Unemployed,HS-grad,15,Separated,Tech-support,Unmarried,Asian-Pac-Islander,Female,53,51095
55,Unemployed,Some-college,6,Widowed,Other-service,Wife,White,Male,48,25039
67,Government,Bachelors,16,Single,Exec-managerial,Own-child,Other,Female,73,92003
23,Government,Some-college,8,Married,Exec-managerial,Husband,Asian-Pac-Islander,Female,76,27683
36,Government,Assoc,15,Widowed,Other-service,Own-child,Other,Female,47,46558
61,Unemployed,Doctorate,15,Single,Craft-repair,Own-child,Other,Female,42,74464
28,Private,HS-grad,2,Married,Sales,Wife,Amer-Indian-Eskimo,Female,4,28265
19,Private,Bachelors,7,Married,Prof-specialty,Unmarried,Black,Male,82,63953
64,Unemployed,Some-college,6,Divorced,Prof-specialty,Own-child,Other,Female,82,35682
61,Unemployed,Assoc,2,Married,Other-service,Own-child,Asian-Pac-Islander,Female,42,62310
61,Self-emp,Some-college,16,Single,Prof-specialty,Own-child,Other,Male,43,28597
26,Government,HS-grad,2,Widowed,Tech-support,Husband,Black,Female,97,55837
38,Government,HS-grad,4,Widowed,Tech-support,Own-child,White,Female,42,58680
41,Unemployed,Doctorate,4,Divorced,Craft-repair,Own-child,Other,Male,3,109600
51,Unemployed,Bachelors,16,Single,Other-service,Wife,Asian-Pac-Islander,Male,59,89219
39,Private,Masters,3,Married,Tech-support,Own-child,White,Male,81,75308
20,Unemployed,Some-college,8,Divorced,Other-service,Own-child,White,Female,76,39311
29,Private,HS-grad,14,Separated,Other-service,Wife,Amer-Indian-Eskimo,Female,11,42649
45,Unemployed,Assoc,7,Single,Exec-managerial,Husband,Amer-Indian-Eskimo,Female,81,83197
47,Self-emp,Some-college,2,Divorced,Sales,Unmarried,Other,Male,35,21844
43,Self-emp,Doctorate,3,Widowed,Sales,Wife,Asian-Pac-Islander,Female,50,139913
65,Private,Doctorate,10,Divorced,Other-service,Husband,Amer-Indian-Eskimo,Female,63,128866
38,Government,HS-grad,9,Separated,Sales,Unmarried,Black,Female,70,33375
45,Self-emp,HS-grad,13,Single,Sales,Own-child,Black,Male,99,41569
43,Private,HS-grad,5,Divorced,Prof-specialty,Wife,White,Male,6,36288
50,Unemployed,Masters,2,Married,Prof-specialty,Own-child,White,Male,32,112916
38,Unemployed,HS-grad,3,Single,Exec-managerial,Wife,White,Male,11,25407
52,Private,Some-college,8,Divorced,Craft-repair,Unmarried,Black,Female,43,34802
69,Government,Some-college,4,Divorced,Tech-support,Husband,Amer-Indian-Eskimo,Female,39,18378
51,Private,Bachelors,14,Single,Tech-support,Wife,Amer-Indian-Eskimo,Female,13,70795
58,Private,Assoc,2,Widowed,Prof-specialty,Husband,Other,Male,13,42951
68,Self-emp,HS-grad,2,Married,Other-service,Own-child,Asian-Pac-Islander,Female,39,41724
64,Private,Some-college,6,Single,Sales,Own-child,Black,Female,46,30715
35,Private,Some-college,8,Married,Exec-managerial,Unmarried,White,Female,34,36287
28,Unemployed,Some-college,7,Married,Craft-repair,Unmarried,Asian-Pac-Islander,Female,67,24783
40,Self-emp,Masters,4,Single,Prof-specialty,Not-in-family,White,Male,32,83195
65,Unemployed,Assoc,2,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Female,68,60838
39,Unemployed,Doctorate,9,Widowed,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,65,77280
34,Government,Some-college,4,Married,Other-service,Own-child,Amer-Indian-Eskimo,Female,73,25614
22,Government,HS-grad,9,Married,Exec-managerial,Husband,Other,Male,7,46173
61,Self-emp,Some-college,5,Divorced,Prof-specialty,Unmarried,Other,Male,91,24422
28,Self-emp,Assoc,14,Single,Exec-managerial,Husband,White,Male,3,85379
47,Government,Doctorate,12,Widowed,Sales,Not-in-family,Black,Female,86,141337
32,Government,Masters,15,Married,Exec-managerial,Husband,Other,Male,80,139560
44,Government,Bachelors,12,Married,Craft-repair,Unmarried,Black,Male,72,52543
52,Government,HS-grad,11,Single,Exec-managerial,Own-child,White,Female,69,49768
50,Government,Bachelors,11,Divorced,Tech-support,Unmarried,Black,Female,49,68279
37,Unemployed,Masters,14,Separated,Exec-managerial,Wife,Asian-Pac-Islander,Female,58,96613
33,Self-emp,Assoc,7,Divorced,Other-service,Wife,Asian-Pac-Islander,Female,94,79828
51,Unemployed,Assoc,12,Married,Prof-specialty,Wife,White,Male,28,56372
19,Unemployed,Masters,16,Married,Tech-support,Own-child,Black,Male,27,130167
52,Private,Some-college,5,Widowed,Prof-specialty,Unmarried,Black,Female,22,16207
57,Unemployed,Masters,15,Divorced,Other-service,Wife,White,Male,94,134175
45,Government,HS-grad,2,Separated,Craft-repair,Unmarried,Other,Male,71,46858
64,Government,Doctorate,6,Widowed,Sales,Not-in-family,Amer-Indian-Eskimo,Male,94,135441
56,Private,Bachelors,16,Separated,Craft-repair,Wife,Other,Male,13,78099
23,Private,Bachelors,7,Widowed,Tech-support,Wife,Amer-Indian-Eskimo,Male,22,69811
26,Private,Assoc,14,Divorced,Other-service,Own-child,Black,Female,75,59265
37,Private,Some-college,15,Married,Other-service,Unmarried,Amer-Indian-Eskimo,Female,5,30531
18,Private,Assoc,11,Separated,Sales,Own-child,Amer-Indian-Eskimo,Female,22,87112
25,Unemployed,HS-grad,13,Divorced,Exec-managerial,Own-child,Black,Female,79,41132
40,Private,Masters,6,Separated,Tech-support,Unmarried,Asian-Pac-Islander,Female,53,81417
20,Unemployed,Bachelors,13,Divorced,Sales,Not-in-family,Amer-Indian-Eskimo,Female,39,62430
21,Self-emp,HS-grad,14,Widowed,Prof-specialty,Unmarried,White,Female,37,48732
42,Private,Assoc,3,Divorced,Sales,Not-in-family,Other,Male,31,90584
64,Private,Assoc,10,Widowed,Prof-specialty,Own-child,Black,Female,62,99416
55,Unemployed,Bachelors,8,Married,Prof-specialty,Not-in-family,Black,Male,93,86891
32,Self-emp,Assoc,3,Widowed,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,81,99590
38,Unemployed,Some-college,14,Single,Sales,Not-in-family,Asian-Pac-Islander,Male,6,28202
52,Unemployed,Assoc,5,Married,Other-service,Wife,Asian-Pac-Islander,Male,81,91840
63,Private,Doctorate,9,Divorced,Other-service,Wife,Other,Male,34,123261
69,Government,Masters,11,Divorced,Craft-repair,Own-child,Other,Female,87,130551
31,Government,Assoc,5,Single,Craft-repair,Unmarried,Asian-Pac-Islander,Male,52,54350
53,Unemployed,Doctorate,15,Divorced,Other-service,Not-in-family,Asian-Pac-Islander,Female,30,94877
29,Private,HS-grad,7,Married,Other-service,Wife,Asian-Pac-Islander,Female,13,52601
34,Self-emp,Assoc,11,Married,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Female,58,82185
56,Government,Some-college,14,Widowed,Other-service,Not-in-family,White,Male,94,34680
26,Self-emp,HS-grad,7,Separated,Tech-support,Unmarried,Other,Male,53,36002
52,Government,Assoc,5,Divorced,Sales,Husband,Black,Female,20,79541
30,Private,Bachelors,16,Single,Tech-support,Not-in-family,Asian-Pac-Islander,Female,6,63544
32,Unemployed,Doctorate,2,Married,Craft-repair,Unmarried,Asian-Pac-Islander,Female,55,147473
35,Self-emp,Doctorate,5,Married,Tech-support,Not-in-family,White,Female,31,119140
68,Self-emp,Bachelors,7,Married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,59,51115
50,Unemployed,Masters,7,Separated,Exec-managerial,Husband,Other,Male,19,91915
23,Self-emp,Some-college,4,Separated,Craft-repair,Unmarried,Asian-Pac-Islander,Female,70,28772
44,Government,Doctorate,1,Divorced,Tech-support,Own-child,White,Female,98,70159
40,Unemployed,HS-grad,6,Single,Sales,Wife,Amer-Indian-Eskimo,Female,28,34023
44,Government,Some-college,13,Separated,Craft-repair,Not-in-family,Other,Female,13,27752
51,Government,Doctorate,15,Widowed,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,52,137763
63,Private,Masters,14,Separated,Craft-repair,Not-in-family,Black,Female,74,126712
55,Government,HS-grad,3,Married,Tech-support,Not-in-family,White,Female,61,26564
31,Private,Some-college,11,Single,Tech-support,Wife,Black,Male,41,25141
53,Self-emp,HS-grad,5,Divorced,Tech-support,Own-child,Black,Female,45,44016
25,Self-emp,Bachelors,4,Separated,Prof-specialty,Husband,Black,Male,7,91678
52,Private,Assoc,15,Married,Tech-support,Own-child,Black,Male,82,97764
36,Government,Bachelors,13,Widowed,Other-service,Wife,White,Female,86,51845
47,Unemployed,Some-college,2,Widowed,Exec-managerial,Unmarried,Amer-Indian-Eskimo,Female,14,39535
31,Unemployed,Assoc,12,Divorced,Exec-managerial,Husband,Asian-Pac-Islander,Male,36,70729
37,Private,Bachelors,15,Divorced,Prof-specialty,Husband,Black,Male,8,71436
66,Self-emp,Assoc,7,Separated,Exec-managerial,Unmarried,Asian-Pac-Islander,Female,12,67085
42,Self-emp,Doctorate,14,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,40,106377
57,Unemployed,HS-grad,5,Married,Craft-repair,Wife,Black,Male,97,56421
41,Private,Assoc,15,Married,Tech-support,Unmarried,Other,Female,88,78602
31,Unemployed,Doctorate,14,Married,Other-service,Own-child,Asian-Pac-Islander,Male,62,102723
43,Government,Masters,7,Separated,Other-service,Own-child,Other,Female,14,73031
55,Government,Bachelors,9,Separated,Craft-repair,Unmarried,Amer-Indian-Eskimo,Female,49,59815
40,Private,Masters,4,Divorced,Other-service,Wife,Asian-Pac-Islander,Male,51,93725
39,Private,Some-college,5,Separated,Craft-repair,Husband,White,Male,62,18996
65,Government,Doctorate,9,Married,Other-service,Husband,Amer-Indian-Eskimo,Female,5,97956
36,Self-emp,Masters,13,Single,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Male,83,112041
63,Private,Masters,10,Married,Sales,Wife,Other,Female,67,132417
68,Government,Doctorate,11,Single,Tech-support,Own-child,Black,Female,1,146009
20,Government,HS-grad,16,Divorced,Sales,Own-child,White,Male,97,41267
59,Self-emp,Assoc,14,Widowed,Exec-managerial,Not-in-family,White,Female,49,47425
36,Self-emp,Some-college,13,Separated,Prof-specialty,Own-child,Other,Female,17,34506
26,Self-emp,Some-college,4,Separated,Craft-repair,Not-in-family,Other,Male,73,35416
45,Self-emp,Bachelors,5,Married,Other-service,Not-in-family,Amer-Indian-Eskimo,Male,95,68778
37,Unemployed,Assoc,13,Married,Other-service,Unmarried,Other,Male,35,69176
62,Self-emp,Bachelors,5,Single,Exec-managerial,Husband,Black,Female,67,48895
24,Unemployed,Some-college,8,Separated,Other-service,Wife,Amer-Indian-Eskimo,Male,13,33229
31,Private,Assoc,15,Divorced,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,37,90039
26,Government,Masters,13,Married,Sales,Husband,Amer-Indian-Eskimo,Male,38,108094
36,Unemployed,HS-grad,15,Separated,Prof-specialty,Wife,White,Female,78,51916
64,Private,Masters,4,Widowed,Craft-repair,Own-child,White,Female,6,111364
69,Private,HS-grad,4,Single,Other-service,Own-child,Amer-Indian-Eskimo,Male,93,38867
31,Unemployed,Doctorate,13,Married,Prof-specialty,Wife,Black,Female,63,123631
55,Private,Bachelors,7,Married,Prof-specialty,Unmarried,Asian-Pac-Islander,Female,49,48639
53,Private,Bachelors,11,Divorced,Prof-specialty,Wife,Amer-Indian-Eskimo,Male,9,52540
57,Unemployed,Doctorate,5,Married,Tech-support,Not-in-family,Other,Female,36,119120
34,Private,Assoc,6,Separated,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,23,71287
47,Self-emp,Doctorate,6,Separated,Exec-managerial,Husband,White,Female,79,132070
26,Self-emp,Some-college,12,Separated,Tech-support,Own-child,White,Female,57,36590
50,Government,Doctorate,16,Widowed,Tech-support,Unmarried,Asian-Pac-Islander,Female,50,145183
69,Private,HS-grad,6,Widowed,Prof-specialty,Wife,Other,Female,59,43347
42,Government,Some-college,14,Married,Other-service,Not-in-family,White,Male,7,34997
31,Self-emp,Doctorate,10,Widowed,Other-service,Own-child,White,Male,47,107003
28,Self-emp,Bachelors,5,Widowed,Other-service,Own-child,Amer-Indian-Eskimo,Male,89,95169
52,Self-emp,Masters,13,Divorced,Other-service,Unmarried,Black,Female,87,114607
58,Private,HS-grad,13,Widowed,Exec-managerial,Unmarried,Other,Male,75,51553
31,Private,HS-grad,5,Single,Other-service,Unmarried,Amer-Indian-Eskimo,Male,56,53989
47,Self-emp,Assoc,9,Single,Craft-repair,Unmarried,Black,Female,8,60114
58,Government,Masters,13,Single,Prof-specialty,Not-in-family,White,Male,36,81428
21,Government,HS-grad,8,Married,Tech-support,Unmarried,Black,Male,42,46984
21,Unemployed,Doctorate,15,Separated,Craft-repair,Own-child,White,Female,39,95305
